,comment_text,AMBIENCE#GENERAL,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE_OPTIONS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE_OPTIONS,LOCATION#GENERAL,RESTAURANT#GENERAL,RESTAURANT#MISCELLANEOUS,RESTAURANT#PRICES,SERVICE#GENERAL
607,Rapidez. ,0,0,0,0,0,0,0,0,0,0,0,1
608,"Buena cocina, ambiente tranquilo y servicio esmerado.",1,0,0,0,0,1,0,0,0,0,0,1
609,De por si ya habiamos estado en rt L`olivé desde cuando estaba en la C/ Muntaner.,0,0,0,0,0,0,0,0,0,0,0,0
610,"por eso regresamos cada vez que podemos por que vale la pena, y si que es recomendable  A/t.",0,0,0,0,0,0,0,0,1,0,0,0
611,manuel hasta la proxima y gracias.,0,0,0,0,0,0,0,0,1,0,0,0
612,"Como Siempre fantastico,  Gran Servicio, calidad extrema y precio en concordacia.",0,0,0,0,1,1,0,0,1,0,0,1
613,"Un valor seguro cuando consiste no sólo en comer fantásticamente, si no en quedar bien con gente que está de visita en la ciudad.",0,0,0,0,0,0,0,0,1,0,0,0
614,Buen trato y buena comida,0,0,0,0,0,1,0,0,0,0,0,1
615,"Hola, fuimos ayer dia 12-08-2011, y realmente los platos son exquisitos.",0,0,0,0,0,1,0,0,0,0,0,0
616,Me encantó.,0,0,0,0,0,0,0,0,1,0,0,0
617,"Sinceramente, buenisimo, sobretodo el solomillo con vino tinto buenisimo, el mejor que he probado y personal muy amable.",0,0,0,0,0,1,0,0,0,0,0,1
618,"Se está muy a gusto, mi restaurante preferido de barcelona.",0,0,0,0,0,0,0,0,1,0,0,0
619,Nunca defrauda.,0,0,0,0,0,0,0,0,1,0,0,0
620,"Los precios un poco altos, pero compensa con la buena calidad del producto y la profesionalidad de todo el personal.",0,0,0,0,0,1,0,0,0,0,1,1
621,correcto y maxima comodidad.,0,0,0,0,0,0,0,0,1,0,0,0
622,"Me ha causado una gratisima impresión, tanto en la calidad de sus productos como en el exquisito trato de su personal.",0,0,0,0,0,1,0,0,0,0,0,1
623,Repetiré cuando regrese por Barcelona y ya he recomendado a mis amigos.,0,0,0,0,0,0,0,0,1,0,0,0
624,Calidad y servicio muy correctos.,0,0,0,0,0,1,0,0,0,0,0,1
625,Un buen restaurante dentro de la gama media/alta de Barcelona,0,0,0,0,0,0,0,0,1,0,0,0
626,"Un restaurante muy tranquilo y perfecto para ocasiones especiales con la familia, etc...",1,0,0,0,0,0,0,0,0,0,0,0
627,Un carta amplia y con mucha variedad.,0,0,0,0,0,0,1,0,0,0,0,0
628,"El servicio es atento y rápido, sin ser en ningún momento agobiante.",0,0,0,0,0,0,0,0,0,0,0,1
629,Para recomendar.,0,0,0,0,0,0,0,0,1,0,0,0
630,"La calidad de la comida no  corresponde al precio, además las mesas estan demasiado juntas y oyes sin quere todas las conversaciones de alrededor.",1,0,0,0,1,1,0,0,0,0,0,0
631,"Definitivamente no volveré, al menos pagando yo.",0,0,0,0,0,0,0,0,1,0,0,0
632,Se puede resumir en una palabra: Excelente,0,0,0,0,0,0,0,0,1,0,0,0
633,Muy buena calidad de alimentos y muy bien cocinados.,0,0,0,0,0,1,0,0,0,0,0,0
634,"Servicio rápido, muy amables.",0,0,0,0,0,0,0,0,0,0,0,1
635,No le pongo un 10 por que es un poquito caro pero merece la pena ir.,0,0,0,0,0,0,0,0,0,0,1,0
636,Debe ser un sitio de referencia siempre.,0,0,0,0,0,0,0,0,1,0,0,0
637,Fuimos por una recomedación y fue todo un acierto.,0,0,0,0,0,0,0,0,1,0,0,0
638,La xatonada y las croquetas una delicia.,0,0,0,0,0,1,0,0,0,0,0,0
639,De segundo recomiendo las gambas sobretodo si te invitan.,0,0,0,0,1,1,0,0,0,0,0,0
640,Buen servicio y buen ambiente.,1,0,0,0,0,0,0,0,0,0,0,1
641,"Le doy un 8,5",0,0,0,0,0,0,0,0,0,0,0,0
642,"Siempre vamos cuando no sabemos adonde ir para cenar, la comida esta bien y el precio en comparacion vale la pena .",0,0,0,0,0,1,0,0,0,0,1,0
643,"El servicio y el trato son sin duda uno de los mejores de BCN, y eso que he probado muchos restaurantes.",0,0,0,0,0,0,0,0,0,0,0,1
644,Algo que pueden mejorar?,0,0,0,0,0,0,0,0,0,0,0,0
645,El corte del jamon en lonchas mas finas!,0,0,0,0,0,1,0,0,0,0,0,0
646,"Impecable, calidad extraordinaria en cuanto al producto, la presentación y el ""punto"".",0,0,0,0,0,1,0,0,0,0,0,0
647,"El servicio lustroso, impecable, elegante.",0,0,0,0,0,0,0,0,0,0,0,1
648,Ninguna pega.,0,0,0,0,0,0,0,0,1,0,0,0
649,"Como siempre, L'Olivé es una valor seguro.",0,0,0,0,0,0,0,0,1,0,0,0
650,"Cocina catalana y de mercado, basada en una óptima calidad del producto.",0,0,0,0,0,1,0,0,0,0,0,0
651,Este restaurante goza de una homogeneidad envidiable.,0,0,0,0,0,0,0,0,1,0,0,0
652,Nunca les va a defraudar.,0,0,0,0,0,0,0,0,1,0,0,0
653,Siempre es de una excelencia insuperable.,0,0,0,0,0,0,0,0,1,0,0,0
654,"El ambiente, la comida, el óptimo servicio y la magnífica relación calidad/precio.",1,0,0,0,1,1,0,0,0,0,0,1
655,"Muy caro por la comida que ofrecen, he comido igual o mejor en La Flauta, El Asador de Aranda, etc.",0,0,0,0,1,0,0,0,0,0,0,0
656,por mucho menos.,0,0,0,0,0,0,0,0,0,0,0,0
657,Un restaurante al que no pienso volver.,0,0,0,0,0,0,0,0,1,0,0,0
658,"Nada que objetar a la comida, ni a la decoración, pero quiero dejar constancia que el servicio no está a la altura de lo que se merecería el restaurante.",1,0,0,0,0,1,0,0,0,0,0,1
659,De lo mejor de Barcelona.,0,0,0,0,0,0,0,0,1,0,0,0
660,Todo excelente.,0,0,0,0,0,0,0,0,1,0,0,0
661,El precio es elevado pero lo vale.,0,0,0,0,0,0,0,0,0,0,1,0
662,"El local muy bien, la calidad de la comida muy buena, servicio  bueno, pero la presentación de los platos, ya que se lo cobra, deja mucho que desear.",1,0,0,0,0,1,0,0,0,0,0,1
663,Otro detalle de mal gusto es que los entretenimientos que ponen al principio te los cobran.,0,0,0,0,0,0,0,0,0,0,0,1
664,Como siempre L'Olivé ofrece una cocina catalana y de mercado de una calidad impecable.,0,0,0,0,0,1,0,0,0,0,0,0
665,El producto siempre es de primera y de una homogeneidad envidiable.,0,0,0,0,0,1,0,0,0,0,0,0
666,"Su selección de ""para picar"" es destacable: óptimos calamares a la romana y fantásticos boquerones frescos y rebozados.",0,0,0,0,0,1,0,0,0,0,0,0
667,"Pescados impecables y de una cocción, ya sea a la plancha o al horno, siempre en su punto.",0,0,0,0,0,1,0,0,0,0,0,0
668,"Unos postres para golosos, destacando una de las mejores ""cremas catalanas"" y un ""tiramisú"" de antología.",0,0,0,0,0,1,0,0,0,0,0,0
669,La bodega suficiente y con una variedad muy bien escogida y a precios adecuados.,0,1,0,1,0,0,0,0,0,0,0,0
670,El ambiente más que agradable y poco ruidoso.,1,0,0,0,0,0,0,0,0,0,0,0
671,"Es un restaurante para repetir, repetir y repetir.",0,0,0,0,0,0,0,0,1,0,0,0
672,Excelente !,0,0,0,0,0,0,0,0,1,0,0,0
673,Muy rica comida y muy buen servicio.,0,0,0,0,0,1,0,0,0,0,0,1
674,"La comida es buena o muy buena diria, el precio es carillo pero normal en esta zona de Barcelona, ahora bien el servicio es muy mejorable sobre todo que no os toque el camarero de las prisas que quiere que te vayas lo antes posible.",0,0,0,0,1,1,0,0,0,0,0,1
675,por otro lado las mesas están demasiado juntas y hay mucho ruido.,0,0,0,0,0,0,0,0,0,0,0,1
676,Pasable.,0,0,0,0,0,0,0,0,1,0,0,0
677,Bien.,0,0,0,0,0,0,0,0,1,0,0,0
678,"Buena cocina y servicio, aunque los camareros van acelerados como si estuvieran apagando un conato de incendio.",0,0,0,0,0,1,0,0,0,0,0,1
679,En realidad están tratando de que dejes la mesa lo antes posible para ocupar un segundo turno.,0,0,0,0,0,0,0,0,0,0,0,1
680,No es un chollo en cuanto a precio.,0,0,0,0,0,0,0,0,0,0,1,0
681,"Nos encantó, llevamos clientes por el trabajo, y cenamos con fines de semana a solas... hasta hace poco volvimos con unos amigos y... qué decepción!!!",0,0,0,0,0,0,0,0,1,0,0,0
682,"Trato pobre, los precios de los platos no tienen sentido y el local tiene mucho ruido!",1,0,0,0,1,0,0,0,0,0,0,1
683,El servicio deja de desear y sinceramente os dijo que este restaurante ha pasado su mejor momento.,0,0,0,0,0,0,0,0,1,0,0,1
684,La verdad es que resulta muy caro para lo que recibes.,0,0,0,0,0,0,0,0,0,0,1,0
685,"Tenia unas expectativas muy altas tras haber estado en el Barcelonta de mismo grupo, sinembargo me decepcionó muchísimo: comida recalentada, mucho ruido, mesas muy cerca, trato frio y desagradable... ",1,0,0,0,0,1,0,0,0,0,0,1
686,No pienso volver.,0,0,0,0,0,0,0,0,1,0,0,0
687,Mi preferido para celebraciones especiales desde hace muchos años.,0,0,0,0,0,0,0,0,1,0,0,0
688,Confío en él desde que estaba en la C/Muntaner.,0,0,0,0,0,0,0,0,1,0,0,0
689,Nunca me falla !!!,0,0,0,0,0,0,0,0,1,0,0,0
690,Comida aceptable a un precio algo elevado para lo que es.,0,0,0,0,1,1,0,0,0,0,0,0
691,"Al restaurante le falta una renovación, se ha quedado algo anticuado en todos los sentidos.",1,0,0,0,0,0,0,0,0,0,0,0
692,"el restaurante es agradable; la comida buena pero un poco cara; el servicio nos trató fatal (febrero 2007); ruidosos, impertinentes, fue imposible disfrutar de la cena.",1,0,0,0,1,1,0,0,0,0,0,1
693,"Sin duda, lo peor del restaurante es la decoración, extrañamente alabada por algunos.",1,0,0,0,0,0,0,0,0,0,0,0
694,¿Minimalista?,0,0,0,0,0,0,0,0,0,0,0,0
695,"Impersonal, lo peor que le puede pasar a un restaurante que quiere tener voz propia.",1,0,0,0,0,0,0,0,0,0,0,0
696,"Por lo demás, el servicio bueno dentro de que como decía un político pepero (Cañete) los ""nuevos"" camareros no diferencian un arroz de un fideo... pero por lo menos son eficaces y atentos.",0,0,0,0,0,0,0,0,0,0,0,1
697,La comida bien en cuanto calidad y cantidad.,0,0,0,0,0,1,0,0,0,0,0,0
698,"No se esperen platos extraordinarios, pero son en su mayoria muy buenos (que no es poco).",0,0,0,0,0,1,0,0,0,0,0,0
699,Debe mejorar muy mucho su carta de vinos.,0,0,0,1,0,0,0,0,0,0,0,0
700,"Total; buena comida, con poca capacidad de sorpresa y bastante caro.",0,0,0,0,1,1,0,0,0,0,0,0
701,Lo han repetido en varias opiniones: el ruido es insufrible!!,1,0,0,0,0,0,0,0,0,0,0,0
702,"Me encantó el filete de vedella al foie, en general le doy una puntuación de 9.",0,0,0,0,0,1,0,0,0,0,0,0
703,La carta que sale en internet tendrìa que ser mas extensa.,0,0,0,0,0,0,1,0,0,0,0,0
704,estuvimos ayer mi marido y yo para celebrar su cumpleaños.,0,0,0,0,0,0,0,0,0,0,0,0
705,Y la verdad que lo pasamos estupendo.,0,0,0,0,0,0,0,0,1,0,0,0
706,"La comida muy pero muy buena, áun me acuerdo del foie y de mangret de pato con salsa de fresa.",0,0,0,0,0,1,0,0,0,0,0,0
707,Me ha encantado.,0,0,0,0,0,0,0,0,1,0,0,0
708,"Es verdad que los camareros van con mucha prisa, pero a nosotros nos ha ido bien, porque después de cenar teníamos que ir al teatro, y aun así salimos del restaurante corriendo.",0,0,0,0,0,0,0,0,0,0,0,1
709,"no cuiden al client; sorollos, un escandol, ha perdut tot l´encant.¡un desastre!",0,0,0,0,0,0,0,0,0,0,0,1
710,"Comida con calidad correcta y en su justa proporcion y precio ay,ay,carta de vinos completa y bien,servicio profesional eficiente,peros:decoracion y ambiente casi retro,cobrar por pan que no pedi y servicio 2,20 €,por persona,pan de coca con tomate 3,20 €,excesivo, los cafes a 2,00,todo mas impuestos no repetire.",1,1,0,1,1,1,0,0,0,0,1,1
711,Uno de mis restaurantes preferidos.,0,0,0,0,0,0,0,0,1,0,0,0
712,"Buen ambiente, cocina excelente y decorado atractivo.",1,0,0,0,0,1,0,0,0,0,0,0
713,Sobresaliente.,0,0,0,0,0,0,0,0,1,0,0,0
714,No entiendo cómo muchos comentarios lo catalogan de caro... ,0,0,0,0,0,0,0,0,0,0,0,0
715,"Estamos hablando de un sitio muy fino situado en el cogollo barcelonés, por tanto, entiendo, que se tiene que reflejar en el precio.",1,0,0,0,0,0,0,0,0,0,1,0
716,"Calidad excelente, carta extensísima, servicio atento, instalaciones cuidadísimas y salones privados que ensalzan todo lo dicho.",1,0,0,0,0,1,1,0,0,0,0,1
717,"En definitiva, no se lo pierdan.",0,0,0,0,0,0,0,0,1,0,0,0
718,Justito.,0,0,0,0,0,0,0,0,0,0,0,0
719,La comida no está mal pero por lo que dan es caro.,0,0,0,0,1,1,0,0,0,0,0,0
720,El local no está mal pero el ambiente es ruidoso.,1,0,0,0,0,0,0,0,0,0,0,0
721,Ideal para guiris o negocios pero yo nunca iría con mi novia o mis amigos.,0,0,0,0,0,0,0,0,0,0,0,0
722,Soy asidua del restaurante cuando hay celebraciones de empresa o familiares.,0,0,0,0,0,0,0,0,1,0,0,0
723,La relación calidad/precio es excelente teniendo en cuenta lo que hay por ahí.,0,0,0,0,1,1,0,0,0,0,0,0
724,Muy recomendable.,0,0,0,0,0,0,0,0,1,0,0,0
725,"El restaurante es bonito y la comida buena, pero para mi gusto el precio es excesible en relación calidad precio.",1,0,0,0,0,1,0,0,0,0,1,0
726,Me habian recomendado este restaurante y la verdad es que valia la pena probar.,0,0,0,0,0,0,0,0,1,0,0,0
727,"Muy buen trato por parte de todo el personal (correcto, educado y profesional), la comida muy buena y un ambiente relajado en el comedor.",1,0,0,0,0,1,0,0,0,0,0,1
728,"Sencillamente, me ha encantado!",0,0,0,0,0,0,0,0,1,0,0,0
729,Lo recomiendo!!!!!,0,0,0,0,0,0,0,0,1,0,0,0
730,"lo recomiendo, se come muy bien calidad, precio excelente que es lo importante, buena bodega.",0,0,1,0,0,1,0,0,0,0,1,0
731,Impecable.,0,0,0,0,0,0,0,0,1,0,0,0
732,"Cocina, platos y sobre todo el personal extraordinario,  y muy profesional.",0,0,0,0,0,1,0,0,0,0,0,1
733,!Me siento engañado!,0,0,0,0,0,0,0,0,1,0,0,0
734,"Hice mi reserva llamando por teléfono, si a las 22:00 y me comentan que el espectáculo comienza a 23:30.",0,0,0,0,0,0,0,0,0,0,0,0
735,Perfectamente claro en un cartel a la entrada a las 23:30 del sábado ” Las Posesas”.,0,0,0,0,0,0,0,0,0,0,0,0
736,"Cenamos mi señora y yo correctamente el servicio la comida también sin ser nada fuera de lo común, los sorbetes fueron mediocres por no decir que no estaban a la altura de lo pagado,  pero no estaba mal hasta aquí todo correcto, sobre las doce y cuarto aparecen “Las Posesas”Se empiezan hacer fotos con algún cliente y a dar vueltas por el local.",0,0,0,0,1,1,0,0,0,0,0,1
737,"A la una mi mujer y yo ya nos dormíamos esperando el espectáculo prometido y nos fuimos, antes de irme se lo comente a un responsable de barra y ya no me contestaba como al principio con buenas palabras y educación ahora me dice que no es su problema y que el no tenia la culpa que el espectáculo indicado a las 23:30 fuese la una y no hubiese empezado.",0,0,0,0,0,0,0,0,0,0,0,1
738,"Poseso me siento engañado reserve una cena con espectáculo y me fui una hora y media mas tarde sin ver el espectáculo, pague 66€ por la cena de dos me podía haber ido a cualquier otro restaurante que por esa cantidad hubiese cenado igual o mejor y me engañaron no disfruté de ningúna actuación.",1,0,0,0,0,0,0,0,0,0,1,0
739,Ustedes valoren ,0,0,0,0,0,0,0,0,0,0,0,0
740,Nosotros estuvimos de cena y lo pasamos francamente bien.,0,0,0,0,0,0,0,0,1,0,0,0
741,Actuaban las Posesas e hicieron un show muy entretenido y divertido tanto en el escenario como cuando están con la gente haciendose fotos son muy simpáticas.,1,0,0,0,0,0,0,0,0,0,0,0
742,La comida y el servio bien y se agradece que la actuación comience cuando hemos terminado de cenar.,1,0,0,0,0,1,0,0,0,0,0,1
743,Luego hemos ido más veces. ,0,0,0,0,0,0,0,0,0,0,0,0
744,"Estuve con una amiga este viernes pasado, se lo había recomendado porque ya había estado allí y me pareció un lugar diferente, un sitio para cenar, pasar un rato divertido, tomar alguna copa y cenar algo, bueno, decepción total, el ambiente del restaurante, antes más innovador, ahora se ha convertido en  un restaurante más.",1,0,0,0,0,0,0,0,1,0,0,0
745,"Cenamos a la carta, el stick tartar delicioso, la carne; para el precio dura, la atención muy buena, el postre, una degustación muy bueno, en definitiva me pareció muy muy caro para lo que cenamos, salimos a 60 € por cabeza.",0,0,0,0,1,1,0,0,0,0,1,1
746,Todo un exceso la verdad.,0,0,0,0,0,0,0,0,1,0,0,0
747,No pienso volver ,0,0,0,0,0,0,0,0,1,0,0,0
748,Muy buen restaurante.,0,0,0,0,0,0,0,0,1,0,0,0
749,"Sirven platos deliciosos, ya sean nuevos o tradicionales.",0,0,0,0,0,1,0,0,0,0,0,0
750,"El maître nos recomendó dos vinos, un tinto y un blanco, que resultaron un acierto.",0,0,1,0,0,0,0,0,0,0,0,0
751,"El ambiente es agradable y el servicio, rápido y atento.",1,0,0,0,0,0,0,0,0,0,0,1
752,"Al servir los platos, el encargado del local da sucintas y pertinentes explicaciones que se agradecen.",0,0,0,0,0,0,0,0,0,0,0,1
753,Con tantas virtudes me esperaba un cañazo al final de la cena familiar que celebramos allí.,0,0,0,0,0,0,0,0,0,0,0,0
754,Pero no fue así.,0,0,0,0,0,0,0,0,0,0,0,0
755,"En total, 190 euros para seis personas.",0,0,0,0,0,0,0,0,0,0,0,0
756,"Un precio razonable, en mi opinión.",0,0,0,0,0,0,0,0,0,0,1,0
757,Muy recomendable.,0,0,0,0,0,0,0,0,1,0,0,0
758,Volveremos. ,0,0,0,0,0,0,0,0,1,0,0,0
759,"<->no es un restaurante ni un cafe de cocina mediterranea, es un ""lugar"" donde tienen una mini carta de tapas ,servidas en unas bandejas en las que dificilmente puedes usar como plato , con una calidad media de las mismas, y que para subsistir ofrecen un menu de nueve euros, A BUEN ENTENDEDOR POCAS PALABRAS BASTAN.",0,0,0,0,0,1,1,0,0,0,0,0
760,<+>nada,0,0,0,0,0,0,0,0,0,0,0,0
761,"el servicio muy correcto, la comida muy buena exceoti el tiramisú, que para mi gusto, era amargo.",0,0,0,0,0,1,0,0,0,0,0,1
762,La amabilidad con que se nos trató fue exquisita.,0,0,0,0,0,0,0,0,0,0,0,1
763,"La elaboración de los platos para el menú que efrecian de 20€, excepcional.",0,0,0,0,0,0,1,0,0,0,0,0
764,se esmeran en hacerlo bien,0,0,0,0,0,0,0,0,1,0,0,0
765,"<->El menu reservado pot Internet, no estaba, eñ aire no funcionabs, mucho calor, el trato del encargado no correcto y la comida , no buena, ni en cantidad.",1,0,0,0,0,1,1,0,0,0,0,1
766,<+>La camarera catalana que nos atendio.,0,0,0,0,0,0,0,0,0,0,0,0
767,"El restaurante, fenomenal, tanto la comida con el servicio.",0,0,0,0,0,1,0,0,0,0,0,1
768,"La pena es que la oferta del 40% sobre la carta, no era tal.",0,0,0,0,0,0,0,0,0,0,0,0
769,"El descuento no se aplica a tapas (también en la carta), ni postres (tambien en la carta) ni bebidas (esto es normal).",0,0,0,0,0,0,0,0,0,0,0,0
770,Asi que el descuento es basicamente sobre segundos platos y ensaladas (pocas en el menu).,0,0,0,0,0,0,0,0,0,0,0,0
771,"Para 6 personas, pediomos 3 tapas, 1 ensalada, 6 segundos y 3 postres mas bebidas.",0,0,0,0,0,0,0,0,0,0,0,0
772,Nos salio a 28€ por persona (incluyendo el descuento en los segundos).,0,0,0,0,0,0,0,0,0,0,0,0
773,Si no se aplica descuento es un poco caro.,0,0,0,0,0,0,0,0,0,0,1,0
774,"Y aunque la comida merece mucho la pena (asi como el servicio), el entorno, local y terraza, podría ser mejor.",1,0,0,0,0,1,0,0,0,0,0,1
775,"Calidad y precio muy razonables, al tener el 30% en el menú (sólo comidas).",0,0,0,0,1,1,0,0,0,0,0,0
776,Los camareros muy atentos y la comida buena y suficiente.,0,0,0,0,0,1,1,0,0,0,0,1
777,"Tampoco pedimos nada especial, una arroz, que estaba en su punto y se notaba que el pescado era de calidad.",0,0,0,0,0,1,0,0,0,0,0,0
778,La sangria de cava muy buena.,0,0,1,0,0,0,0,0,0,0,0,0
779,Se recomienda en sitio.,0,0,0,0,0,0,0,0,1,0,0,0
780,Buena calidad y correcta cantidad.,0,0,0,0,0,1,1,0,0,0,0,0
781,El ambiente es agradable y el servicio rápido y amable.,1,0,0,0,0,0,0,0,0,0,0,1
782,Agradable.,0,0,0,0,0,0,0,0,0,0,0,1
783,Muy buena atención.,0,0,0,0,0,0,0,0,0,0,0,1
784,"Gonzalo, el chef, se encarga de generar un ambiente muy amigable.",1,0,0,0,0,0,0,0,0,0,0,0
785,"La relación calidad-precio, muy buena.",0,0,0,0,1,1,0,0,0,0,0,0
786,Comida buena.,0,0,0,0,0,1,0,0,0,0,0,0
787,Paella mixta exquisita.,0,0,0,0,0,1,0,0,0,0,0,0
788,A mejorar baños.,1,0,0,0,0,0,0,0,0,0,0,0
789,Local pequeño,1,0,0,0,0,0,0,0,0,0,0,0
790,No me gustó el olor del local.,1,0,0,0,0,0,0,0,0,0,0,0
791,que sorpresa mas agradecida conocer el Cafe de la casa de les lletres.,0,0,0,0,0,0,0,0,1,0,0,0
792,"El ambiente es unico, el servicio muy atento y la comida un 10.",1,0,0,0,0,1,0,0,0,0,0,1
793,Nos ofrecieron huevos frescos de sus gallinas y eran exquisitos.,0,0,0,0,0,1,0,0,0,0,0,0
794,"seguramente volveremos para comer en la terrazza, o para desayunar el finde.",0,0,0,0,0,0,0,0,1,0,0,0
795,lo aconsejo,0,0,0,0,0,0,0,0,1,0,0,0
796,Solo una crítica (constructiva),0,0,0,0,0,0,0,0,0,0,0,0
797,"En el apartado de ambiente todo muy correcto, decoración, música, ambiente, etc.",1,0,0,0,0,0,0,0,0,0,0,0
798,Excepto el ambientador utilizado en el local,1,0,0,0,0,0,0,0,0,0,0,0
799,Demasiado fuerte casi ofensivo,1,0,0,0,0,0,0,0,0,0,0,0
800,Desvirtúa la buena comida servida con esmero... a mejorar este punto.,0,0,0,0,0,1,0,0,0,0,0,1
801,fui con unos clientes erabamos 8 y nos encanto.,0,0,0,0,0,0,0,0,1,0,0,0
802,La comida estaba exquisita especialmente los huevos rotos que por cierto me explicaban que son de su granja/masia.,0,0,0,0,0,1,0,0,0,0,0,0
803,el servicio impecable.,0,0,0,0,0,0,0,0,0,0,0,1
804,tambien tienen salones privados para comidas de grupos.,0,0,0,0,0,0,0,0,0,0,0,0
805,lo tendre en cuenta para las proximas veces.,0,0,0,0,0,0,0,0,0,0,0,0
806,Lo recomiendo!!!,0,0,0,0,0,0,0,0,1,0,0,0
807,Un sitio tranquilo con pocas mesas.,1,0,0,0,0,0,0,0,0,0,0,0
808,La comida no es de gran calidad pero es acorde con el precio.,0,0,0,0,1,1,0,0,0,0,0,0
809,Especialmente interesante con el descuento del 30%.,0,0,0,0,0,0,0,0,0,1,0,0
810,"Ambiente muy tranquilo, muy limpio, los platos les faltaba un poco mas de comida, para los precios elevados que tiene, pero en definitiva todo muy correcto, curiosa decoracion",1,0,0,0,1,0,1,0,1,0,0,0
811,"Llegamos a las 22.30 hora a la que teniamos la reserva, y la única persona que habia en el restaurante, un pakistaní que apenas hablaba castellano, nos dijo que nuestra reserva era a las 21.30.",0,0,0,0,0,0,0,0,0,0,0,0
812,"Cuando nosotros insistimos en que era a las 22.30 seguro, disimulo mirando los papeles de la reserva, y vimos como tenian imprimida nuestra hoja de reserva.",0,0,0,0,0,0,0,0,0,0,0,0
813,"Mi marido le empezo a leer nuestros datos, donde efectivamente aparecia la hora clarisima.",0,0,0,0,0,0,0,0,0,0,0,0
814,"Él, rápidamente cambio la hoja , y nos quiso hacer creer que nos habian confundido con otra mesa que tenian a las 20.30.",0,0,0,0,0,0,0,0,0,0,0,0
815,"Mentira todo, deberian tener ganas de cerrar y no se quisieron quedar por una mesa de dos que encima venian con un dto del 30% y nos mintieron descaradisimamente.",0,0,0,0,0,0,0,0,0,0,0,1
816,"Asi que nos tuvimos que ir a cenar a otro sitio, y al rato nos llamo el mismo señor diciendo que si volviamos nos invitaria,deducimos que para evitar que le hagamos mala publicidad.",0,0,0,0,0,0,0,0,0,0,0,0
817,Evidentemente no volveremos ni nos creemos nada de esa invitacion.,0,0,0,0,0,0,0,0,1,0,0,0
818,Una verguenza todo.,0,0,0,0,0,0,0,0,1,0,0,0
819,Nos aconsejaron el menú degustacion y fue muy acertado.,0,0,0,0,0,0,1,0,0,0,0,0
820,El descuento de reserva por internet fue respetado.,0,0,0,0,0,0,0,0,0,0,0,0
821,Buen servicio y el local bastante acogedor,1,0,0,0,0,0,0,0,0,0,0,1
822,Un placer que puedas comer a las 16:00 tan tranquilamente y tan  gusto.,1,0,0,0,0,0,0,0,0,0,0,0
823,Muy atentos y el menu que escogimos nos parecio muy adecuado.,0,0,0,0,0,0,1,0,0,0,0,1
824,"Buena cocina y buen trato, repetiremos!!!!",0,0,0,0,0,1,0,0,1,0,0,1
825,Calidad precio bien el servicio amable,0,0,0,0,1,1,0,0,0,0,0,1
826,"Restaurante pequeñito y muy acogedor, muy tranquilo, el servicio excelente, la comida y la presentacion acorde con lo esperado.",1,0,0,0,0,1,1,0,0,0,0,1
827,Recomiendo la paella de marisco y la sangria de cava.,0,0,1,0,0,1,0,0,0,0,0,0
828,Sin duda volveremos.,0,0,0,0,0,0,0,0,1,0,0,0
829,"Muy buen servicio; el local está genial ambientado, y es fácil de encontrar además; en la reserva pedimos la mesa más apartada, por eso de ir con un niño, y nos lo concedieron sin problema (y el local es pequeñito).",1,0,0,0,0,0,0,1,0,0,0,1
830,"El menú sanvalentín, genial, buenísimo, variado, y con comida de gran calidad, estaba buenísimo.",0,0,0,0,0,1,1,0,0,0,0,0
831,"El camarero nos atendió genial, alegre, amable, simpático y atento.",0,0,0,0,0,0,0,0,0,0,0,1
832,"Para lo que fue el menú, no me puedo quejar del precio.",0,0,0,0,0,0,0,0,0,0,0,0
833,Totalmente recomendable!!,0,0,0,0,0,0,0,0,1,0,0,0
834,"Restaurante bien decorado, aunque con espacios reducidos.",1,0,0,0,0,0,0,0,0,0,0,0
835,El servicio fue atento.,0,0,0,0,0,0,0,0,0,0,0,1
836,"La comida bien, pero sin echar cohetes.",0,0,0,0,0,1,0,0,0,0,0,0
837,Las raciones fueron bastante escasas.,0,0,0,0,0,0,1,0,0,0,0,0
838,Alguno de los postres no estaba a la altura del dinero pagado.,0,0,0,0,1,0,0,0,0,0,0,0
839,El servicio fue excelente y la comida estaba genial.,0,0,0,0,0,1,0,0,0,0,0,1
840,"Fuimos en una noche muy tranquila, solo había dos mesas, imagino que eso influyó en el servicio pero aun así lo recomiendo.",0,0,0,0,0,0,0,0,1,0,0,0
841,"Local muy original, buena comida y un servicio fantástico.",1,0,0,0,0,1,0,0,0,0,0,1
842,"La verdad es que este restaurante nos ha sorprendido por la relacion calidad-precio, no es barato, pero todo está buenisimo y en cantidades suficientes, nos ha encantado tanto a mi marido como a mi.",0,0,0,0,1,1,1,0,1,0,0,0
843,La comida y el lugar están bien pero el servicio es muy lento.,1,0,0,0,0,1,0,0,0,0,0,1
844,Entramos a las 22 y salimos a las 12.45 y no tomamos postres ni copas.,0,0,0,0,0,0,0,0,0,0,0,0
845,La comida estuvo muy bien.,0,0,0,0,0,1,0,0,0,0,0,0
846,El ambiente agradable.,1,0,0,0,0,0,0,0,0,0,0,0
847,"la iluminación un poco escasa, pero acogedora.",1,0,0,0,0,0,0,0,0,0,0,0
