Stance	Clean_tweet
NONE	GideonHenry First SCOTUS reaffirms Obamacare, then it legalize gay marriage. Your world is crumbling! SemST
NONE	What a huge win for America! Today is absolutely historic. EqualityWins SCOTUSMarriage SemST
NONE	My sexy daddy Obama had two wins this week. Happy for him & democrats   SemST
AGAINST	TODAYshow Hillary's emails missing and incomplete? Who'd of thunk it??  JUST TRUST ME!!! SemST
FAVOR	vacanti samglover Maybe a woman should be President.  SemST
NONE	Today LOVE won and Hate was defeated. MorningJoe UnitedBlue SemST
NONE	Obama is riding high!! ObamaCare LoveWins Republicans tearing out their hair, whatever is left of it ..Next is SCOTUS SemST
FAVOR	Thank you HillaryClinton for your support of the LGBT community. On this historic day I thank you for giving us hope. SemST
FAVOR	A Black President,Healthcare 4 all, Marriage Equality...what's next?..a Woman President?!Damn RIGHT! SCOTUS MarriageEquality SemST
AGAINST	RT muradguderian: Democrats are Red, Obama is a Communist, I'm a true Patriot, So stop Hillary.  tcot SemST
AGAINST	CBSThisMorning Emails missing and incomplete? Who'd of thunk it?  I'M ABOVE THE LAW and the rest of you peons! JUST TRUST ME! SemST
AGAINST	Who's monica Lewinsky's favorite football player? Ha-Ha Clinton Dix  SemST
AGAINST	SCOTUS dealt a blow to Hillary Clintons last campaign 'promise'... What is she running on now? Corruption, lies, and deceit. SemST
AGAINST	Do America a favor, If you feel you must vote for a woman candidate, Vote for Carly2016 who at least has integrity unlike SemST
FAVOR	Getting another HillaryClinton bumper sticker because LoveWins and 2 just wasn't enough SemST
NONE	pamnsc TRPhrophet RamblingMother Thank you for RTs!!! WakeUpAmerica dumpboehner ditchmitch SemST
AGAINST	gerfingerpoken2 he made a careless mistake, she deliberately broke many laws & still lies about it. SemST
NONE	Very excited to hear Sen. Klobuchar speak today! SemST
AGAINST	PolitiBunny Seja75 hubbit HillaryClinton I'm voting in the Democrat primary this year...to support BernieSanders.  SemST
NONE	My liberty depends on you being free too. President Obama SemST
NONE	NRO Does johnpodesta have any grasp on reality? I need more than 140 characters to address someone as naive as this man. SemST
NONE	JewboyDonny oh I know he won't he effed himself over in the beginning  SemST
NONE	I called everyone I knew and raised $17,000 from ex-boyfriends - Sen. Klobuchar SemST
FAVOR	Great that HillaryClinton attended ClementaPinckney 's funeral today!! SemST
NONE	WonderWoman movie, TheMuppets TV show, StarWarsVII, MarriageEquaility Obama. I guess I can leave social media now. Oh wait SemST
NONE	politico Remember when millions of GWBush's emails went missing or deleted re Iraq War and nobody had a hearing? Yawn! SemST
FAVOR	LoveWins on the day I get my Hillary gear! Yaaas Pride SemST
NONE	thegirlwithfood though. But there are people saying they just aren't going to vote at all which is ridiculous so SemST
NONE	RT ZerlinaMaxwell: Huge cheer for universal child care and early childhood education. SemST
AGAINST	Hillary: stop pretending you were supporting the LGBT people when you opposed them until 2013. You are a lying conniving human SemST
NONE	tedcruz IamTheWindowMan  GET OUT OF MY STATE YOU BUM! UniteBlue  SemST
NONE	Whatever is the GOP going to do now with both marriage equality and the ACA? Going to be fun to watch! SemST
NONE	occupycorruptDC she ain't no ways tired of being a dumbass SemST
AGAINST	I AM A CROOK...and I like it, like it, yes I do HillaryCampaignSlogan  WakeUpAmerica StopHillary2016 specialreport SemST
AGAINST	HillaryClinton Pretty sure you're gonna lose out on a lot of hypocritical Christian votes by pretending to care about LGBT SemST
NONE	Moving forward, our next focus should be making higher education more attainable and eliminating the gender pay gap SemST
NONE	Let's shatter the glass ceiling! - GerryConnolly VAdems SemST
NONE	JerseyKidPicks thank you sir. It's an honor to hear it. USA for life. Spread this for me. RememberBenghazi2016 SemST
FAVOR	Let's make Secretary Clinton, President Clinton - AGMarkHerring vademocrats SemST
NONE	I think I'll take JebBush over BobbyJindal now.. and that is scary to say.  badchristianvalues SemST
NONE	kimkennedy4 thats why they still have no voting rights. SemST
NONE	LaneLewis Thanks for the follow! TheHRCSuperVols for SemST
NONE	Sen. Kaine (D-VA) on SCOTUSMarriage: "What a great victory! SemST
NONE	I am having a really tough time seeing any leaders running for POTUS, quess I will have to wait and see what happens. SemST
AGAINST	Hillary flew on private jet to speak to speak about Income & Equality. Dinner plates were $2700.00 ! EqualityForAll PJNET CCOT SemST
AGAINST	You're a idiot if you vote for Hillary, her and Obama are The Epitome  of what's wrong with this country Benghazi SemST
FAVOR	Despite today's ruling, our struggle to end LGBT discrimination is also far from finished - HillaryClinton VirginiaJJ SemST
NONE	Jeanelynn Thank you so much for the follow and the FAV, Jeane!!!  Gods' best to you! WakeUpAmerica SemST
FAVOR	My mom just told me she and my aunt want to volunteer on HillaryClinton's campaign! I support it! SemST
FAVOR	Let's bring prosperity to the line workers & to the kindergarten teachers!!!- amyklobuchar inspiredbyhillary SemST
NONE	You cant fix stupid, might not be able to vote them out either. SemST
NONE	If I get killed. Thank realDonaldTrump . I was tweeting mad crap about him.  I don't take it back. SemST
NONE	Amazing turnout TheCenterLV . Emotional crowd. RT if agree love wins. FellowsNV  SemST
NONE	megynkelly anytime a liberal throws around words like "truth is" or "reality is" you know they're about to LIE! SemST
NONE	BuffaloBill71 AramisFraino pamnsc  Thank you so much for FAVs and RTs!!! WakeUpAmerica SemST
NONE	therealjenappel IM HIGH ON HASHTAGS RIGHT NOW I CANT HELP MYSELF mypresident SemST
NONE	realDonaldTrump WHY IS IT THAT YOUR CLOTHING LINE IS MADE IN CHINA? Can U say Lier pants on fire? morningjoe unitedblue SemST
NONE	SLOWLY SLOWLY THE DEBT CRISIS WILL IMPLODE NATIONS CURRENCY AmericaDeadBrokeSAVE THE DOLLAR NOW SemST
NONE	AmericaDeadBrokeSLOWLY SLOWLY China wants the yuan to replace the U.S. dollar as the world's new global currency. SemST
AGAINST	HRCSnowShovel it must be hard work burying the HillaryClinton anti-LGBT rights record LoveWins FeelTheBern SemST
FAVOR	HillaryClinton We've all been waiting for your rainbow-striped pantsuit  fashionista LoveWins SemST
NONE	JebBush you are set to lose if ur campaign is based on critics instead of proposing bushfail SemST
NONE	I always joke about anything political bc if I were serious I'd end up offending people and not realize it. SemST
FAVOR	My dad told me he's voting for Hillary. I'm so proud. LOL SemST
NONE	dedicated_to_it i think the main problem is having your foot in your mouth in the first place. SemST
AGAINST	Well Strung is what should happed the next time these Hillary-loving ass douches encounter some trees. RedEye SemST
NONE	I am just full of myself tonight  tofunny funny funnier hilarious HilaryDuff QuotesOfTheDay quotestoliveby quotes SemST
FAVOR	If I ever meet Hillary Clinton I will have died and then come back to life b/c I will be so happy idol SemST
FAVOR	ARForHillary HillaryClinton HillaryIn2016 So proud of you! Soon, we will show who we really are. Keep up the good work! SemST
AGAINST	HillaryClinton I'd ask HillaryClinton to stop lying about Benghazi & ClintonFoundation ties to terrorist muslim ISIS. SemST
AGAINST	HillaryClinton You Flip/Flopped on the Gay marriage issue; must be more votes available with your current view? SemST
AGAINST	HillaryClinton More lies and hypocrisy. As senator of NY, you clearly said you were opposed to gay marriage. SemST
AGAINST	HillaryClinton You have proven your dishonesty once again in flip flopping on this issue. People know you were opposed before. SemST
AGAINST	LaureneDiCillo NBCNews dl34l And why are major media outlets not exposing Hillary's blatant flip flopping on this issue. SemST
NONE	WHO'S READY FOR A DAY OF ACTION?! I know I am! FellowsSC SemST
NONE	DRUDGE_REPORT We haven't even had the elections yet. SemST
FAVOR	96 commit cards collected for Hillary in Greenville, SC so far! FellowsSC SemST
FAVOR	Headed to Chester, SC for a big hillary canvass! Join me. Wylie park 11-3 SemST
AGAINST	Save an intern.... Keep Bill & Hillary out of the White House.  SemST
AGAINST	HillaryClinton Where are the LGBT pride condoms BillClinton used when he assaulted MonicaLewinsky? HillaryClinton tlot SemST
NONE	Fox News predicting 3 way marriage-gee we have the Mormons for that!  morningjoe unitedblue SemST
AGAINST	philadper2014 LouiseKatina Hillary's New Campaign slogan is:  HILLARY - NOTHING TO HIDE BUT THE TRUTH!  tcot WakeUpAmerica SemST
FAVOR	Madam President Clinton; you have all the gays vote. jarrid SemST
NONE	debaterlife took me a minute to realize where this came from SemST
NONE	gerfingerpoken jjauthor one can only hope SemST
NONE	ReCorwin She didn't even answer with a complete sentence LOL. Legend SemST
NONE	Gay marriage is a minor setback for Fox News. Tune in for a full collapse on November 8, 2016. Lots of tears and broken hearts. SemST
AGAINST	HillaryClinton So what's your goal for setting up victims for BillClinton to assault? HillaryClinton ChelseasMom tlot SemST
FAVOR	Thanks Chefs4Hillary for amazing noms for canvassing FITN SemST
AGAINST	LindaSuhler and the sheeple will still vote for her SemST
AGAINST	One of Hillary Clinton's biggest idols is Margaret Sanger, who called for the extermination of colored people. SemST
AGAINST	foxnation That should have been done BEFORE she got rid of it!!! NoHillary2016 SemST
NONE	GREG61032 CarmineZozzora Ash_Bell__  perfect definition of JIBBERISH  UniteBlue SemST
FAVOR	I need JamesCarville & HillaryClinton to stop emailing me. I love you, but I need my space. stillvotingforyou SemST
NONE	nytimes this will cost them the 2016 election. SemST
AGAINST	HillaryClinton Next up for legalization: Your pet goat, or your pedophile neighbor 'dating' the 9 year old next door.. SemST
AGAINST	HillaryClinton Will pervert BillClinton be there if winner is teen girl? HillaryClinton Democrats liberals tlot GOP SemST
NONE	When you fav supports the wrong candidate  (ladygaga)  Bernie2016 SemST
NONE	koolkat14215 Haha, I LOVE your header! SemST
AGAINST	I hate Hillary Clinton and Obama, please go die together  thrown into the ocean get ripped into prices by sharks. SemST
NONE	Raging_D_RTR CrimsonHotMess I'm for CHANGE and EQUALITY SemST
AGAINST	.Theblacksphere Hillary took a HypocriticalOath with a vow to do harm to all that cross her. Are you ReadyForHillary  GOP2016 SemST
FAVOR	lbush34 HillaryClinton just defending my girl Hillary! SemST
NONE	larryelder The more Republicans  talk about social policy the better....for SemST
FAVOR	The only Intelligent Choice for USA is Hillary Clinton....You can not afford to stay HOME ...you must VOTE and VOTE UniteBlue SemST
AGAINST	fuzislippers KLSouth gdebenedetti Yeah, she's a real forward thinker! Lol  MakeAmericaGreatAgain WhyImNotVotingForHillary SemST
NONE	LibtardLimbaugh Mex38Tex NRO Thanks so much for this article! SemST
AGAINST	I got it! I got it!   A Hillary accomplishment!   She's managed to stay out of prison despite a 30-year crime spree. tcot ocra SemST
NONE	JebBush Here are my thoughts on the ruling: keep your archaic non-science based beliefs out of the laws of our secular nation SemST
AGAINST	Reince Facts confirm what we knew. Used server to prevent e-mails from becoming public records. Like Obama, no transparency. SemST
FAVOR	Republican candidates continuing to spread hatred and alienating the voters. Hillary wins!  LoveWins MikeHuckabee Rubio2016 SemST
FAVOR	Hillary Clinton might end up having my vote. She's been tackling so many issues that America needs to face. SemST
NONE	Apple and Walmart = MADE IN CHINA Why does our country continue to sell us out to China in every way possible? AppleMusic  SemST
AGAINST	if Hillary wins the election there's a chance we might move to Australia. HILLARY4PRES SemST
NONE	ghostseven77 WE HAVE A TROLL ! morningjoe unitedblue SemST
AGAINST	Dick Morris: HillaryClinton is "fundamentally corrupt". He should know! copolitics  wcs15 SemST
NONE	WestonMartinez crazytas62 Cruz needs to autograph bomb SemST
NONE	CidEloisa DiggingLamb Thank you so much for RTs and FAVs, Eloisa and Thomas!!! WakeUpAmerica SemST
NONE	My how times have changed: MartinOMalley has focused his attacks on BernieSanders not HillaryClinton SemST
NONE	moser_kristen  I love how you pay more attention to the democratic candidate than you own republican candidates KnowTheEnemy SemST
FAVOR	& I bet that HillaryClinton is thee best choice for President in 2016she's the next best one for the people  Vote SemST
FAVOR	Can't wait to get my YaaasHillary shirt!  HillaryClinton SemST
FAVOR	realDonaldTrump WhoopiGoldberg Univision VoteForHillary HillaryClinton isn't racist. A leader who demands EqualityForAll SemST
NONE	dhz26 I love a good sale. Money well spent. 2 birds with 1stone. LoveWins SemST
AGAINST	H stands for Holding Back e-mails belonging to WeThePeople obstructingjustice WakeUpAmerica HillaryLiesMatter UniteBIue SemST
FAVOR	Bernie or Hillary? Prefer Bernie but Hillary fine. Either way, Dems gotta stand together in 2016. FeeltheBern SemST
AGAINST	HillaryClinton might want to book smaller venues for her rallies, if not many empty seats will be seen on TV, that's bad lol SemST
NONE	WNTonight i love bernie because he ain't SemST
AGAINST	Night, sleep tight, don't let Hillary bite. says Tony_Tickets   "Nightmares" is all I say.  SemST
AGAINST	foxandfriends How could we support it if it was secret??? NoHillary2016 SemST
AGAINST	Why is HRC so popular?  This deceptive socialist accomplished nothing. Is only wife of an impeached President, who enabled UBL.   SemST
NONE	2016 is going to be a great year. Rush Limbaugh's contract is over and he will be dropped by so many. Liberal victory stoprush SemST
AGAINST	HillaryClinton R U desperate or what? 3rd Hillary tweet on my timeline 2day. NOT gonna vote 4 U! SemST
NONE	awj9009 not at all I think the statute of limitations has expired plus I can always have a driver ala SemST
NONE	Never vote for RickSantorum "for the survival of our country" LoveWins SemST
NONE	voxdotcom   wgn WGNTV - now mentions ROMNEY? Hillary CARE = ROMNEY CARE = Obamacare -- now PUBLIC OPTION for ALL SemST
NONE	BDabs888 let's go shoot your now today. SemST
AGAINST	I guarantee Hillary could care less about black rights.  If Obama did, blacks wouldn't be in the same predicament still.  SemST
AGAINST	Hillary LIES, yet people still desire her as the President of the United States. sad SemST
FAVOR	17leete17 hahaha. He is some kind of special..  this is why Hillary's going to win! Hahaha. SemST
NONE	realDonaldTrump MalachiNorris lol!!!!  That is one of the funniest things I've heard in a while!!!!  SemST
NONE	Remember back when CrackerBarrel gave in 2 PoliticalCorrectness over DuckDynasty ? Wakeup NASCAR  b4 it's to late  tcot SemST
AGAINST	Will the media ever get real with Hillary? 2016 Benghazi Clinton SemST
NONE	Last week = Life (Obamacare, gay marriage)  Today = Death (air pollution, lethal injection)  Elections matter, y'all. SCOTUS SemST
AGAINST	Do you know what would REALLY PISS .HillaryClinton OFF?  .VP .JoeBiden runs against her. LMAO!   WakeUpAmerica No longer is SemST
NONE	Is there a Govt restart button? Someone needs to push that thing. RememberBenghazi2016 PatriotsWillRise SemST
NONE	Bad punning gets worse, not better, over time. Remember that, America SemST
AGAINST	Putin, the last thing the US needs right now is another Clinton or Bush in the White house. We're a dynasty now? Jeb2016 SemST
AGAINST	Hillary's New Campaign slogan is:  HILLARY - NOTHING TO HIDE BUT THE TRUTH!  tcot WakeUpAmerica SemST
AGAINST	GOP Of course HillaryClinton is silent. That insures she doesn't have 2 stand 4 ANYTHING & less chance of offending voters SemST
FAVOR	Don't you someday want to see a well qualified candidate by the president of the United States? ReflectingHillary SemST
FAVOR	It's Monday night,do you know where your Hillary supporters are? In Rock Hill at our Amazing Phone bank! Come join!HillaryforSC SemST
FAVOR	Casually hangin' with HillaryClinton on a conference call while taking a break at ACUHOI. SemST
AGAINST	Our Queen City is currently infested w/ out-of-state plate Priuses driven by millennials w/ Hillary bumper stickers. MHT SemST
FAVOR	Gwen being a good leader and training a new volunteer in rock hill.! FellowsSC HillaryForSC SemST
AGAINST	DemocRAT2014Slogans: "Why work? When you can VOTE DemocRAT - twice!" tcot SemST
FAVOR	HillaryClinton Yes I can and will. SemST
FAVOR	HillaryClinton Yes! I am chipping in 5$ because we have faith in you. SemST
NONE	AndreaTantaros 3coffeesplez WTF? This just keeps getting crazier! SemST
FAVOR	Apparently, BernieSanders fans don't like to see Hillary's name even implied.  SheWhoShallNotBeNamedBecauseShesWinning SemST
FAVOR	Fantastic Emmet County Dem meeting tonight in Estherville. Glad to meet some HillaryClinton supporters! SemST
FAVOR	Gay Rights are Human Rights, and Human Rights are GayRights - HillaryClinton HillaryForAmerica SemST
FAVOR	I think it's funny people think Bernie can take on Hillary and Bill SemST
FAVOR	As much as BernieSanders's poll numbers have jumped I still have Hillary winning the Dem. nomination. SemST
AGAINST	PhilGlutting megadreamin Thank you so much for RT and FAV!!! WakeUpAmerica Rubio2016 Cruz2016 SemST
AGAINST	marcorubio will not let our enemies take advantage of us like Obama is doing & Hillary will do! TeamMarco NewAmericanCentury SemST
AGAINST	Just think how many emails Hillary Clinton can delete with today's leapsecond SemST
AGAINST	The kind of Gov that Liberals promise you can only be achieved and sustained with a Conservative Government.   HeatWave tcot SemST
AGAINST	TIMENOUT Is there anything about the Clintons that is not fraudulent? SemST
AGAINST	HillaryClinton > since trickle down economics has failed when was the last time a poor person created jobs? SemST
AGAINST	petefrt That woman is so corrupt she can't even have a truthful thought. SemST
AGAINST	It's official. Every single GOP member is now a candidate for POTUS. Who needs leadership when you have a soapbox? SemST
AGAINST	So glad ChrisChristie has announced his candidacy - fits right in with all the other "qualifies" republicans on the list. SemST
AGAINST	Hillary claims to be a "champion" of the middle class, but RandPaul tax plan cuts the FICA tax, benefiting the middle class. SemST
AGAINST	It is offensive when the mexican flag flies on US soil. California state capital. Lovewins univision foxnews DonaldTrump SemST
AGAINST	Can anyone name the jobs HillaryClinton has been responsible for creating.. Even her security is an entitlement... SemST
AGAINST	LeahR77 DrMartyFox > With continued Obama's & TheDemocrats Admin policymaking, USA will become Greece! WakeUpAmerica NJ SemST
AGAINST	johnpodesta HillaryClinton awesome every true chef needs this.. Go Hillary SemST
AGAINST	CorrectRecord is quite obsessed with emails and transparency. Why did Hillary Clinton destroy her emails? clintonemail SemST
AGAINST	Logan_RTW I agree with her previous stance; and I'm sure she still believes in what was said before. SemST
AGAINST	HillaryClinton Hahahaha how much are you going to charge them!!!! NoHillary2016 SemST
AGAINST	AskBobby Do you think HillaryClinton has turned over all of those emails on her private server she destroyed! SemST
AGAINST	FoxNews we just have to hang in there long enough that this idiot doesn't completely destroy the country SemST
AGAINST	AskBobby would you blame an obscure film maker for the death of USAmbassador in Benghazi like SemST
AGAINST	I feel confident that HillaryClinton will win  in 2016. SemST
AGAINST	asphaultangel13 Afterall, they're just a poor black family trying to pay the bills!  crousselle WhyImNotVotingForHillary TCOT SemST
AGAINST	Great day in Emmetsburg meeting with HillaryClinton supporters and learning more about important issues in Palo Alto county SemST
AGAINST	Is a Eric Holder making 7 figures in the financial industry he protected from prosecution, yet?  Why do Libs love 1%ers?  SemST
AGAINST	Fashion News: Hillary has a new clothing line coming out called Flip Flops R US   tcot Benghazi SemST
AGAINST	Jami_USA I'm just hoping we don't have to resurrect the no H8 for Hillary's second term. SemST
AGAINST	U Missouri at KC got Chelsea caus Hils cost too much. Chels could arrive w/ mom - no xtra charge. HillaryClinton SemST
AGAINST	GovChristie can't even run NJ and wants to be president? I'd vote for him before HillaryClinton SemST
AGAINST	RT HillaryHaikus: Ready because one day girls will say: I want to be President, too.  ReadyForHillary haiku SemST
AGAINST	PhxKen Shocked she didn't burst into flames! WakeUpAmerica makeAmericaGreatAgain SemST
AGAINST	so AdamParkhomenko met oliviawilde . there aren't enough words to describe my envy haha SemST
AGAINST	robin45208 C4Constitution Thank you so much for RTs!!! WakeUpAmerica  SemST
AGAINST	Republican donors have numerous candidates to put their money on. Dems basically have one. We're gonna get killed financially. SemST
AGAINST	Can DavidCornDC help Cuckold Conservatives win in 2016!  More cuckoldry please!  Christie2016 DonaldTrump UniteBlue p2 SemST
AGAINST	Chris Christie for President? HAHAHAHAHA!  I don't think so!  HillaryClinton Clinton Hilary SemST
AGAINST	megynkelly Hahahaha combed through emails!!! Bunch of scumbags!!! NoHillary2016 SemST
AGAINST	Loved talking with Yvette today about education and women's voices in politics. Can't wait to see her on caucus day! FellowsIA SemST
AGAINST	BENGHAZI WAIT DID I SAY "THANK GOD?" VOTERS? SRY!! MT!! I MEANT "THANK GOODNESS!" NO OFFENSE INTENDED! tcot SemST
AGAINST	pikester45 Exactly what I don't want to see happen in America. SemST
AGAINST	Lawrence TheLastWord There is no enthusiasm gap, Mr. Lawrence!    -TheHRCSuperVols   JW4Hillary kimfrederi Hillarymen SemST
AGAINST	HlLLARY ToniforAsm Hillary for Prez = Obama's third term and that's the last thing we need!! SemST
AGAINST	businessinsider One thing that's painful is the mindless minutiae her strap hanging cling-ons force her to endure. huma SemST
AGAINST	The guy in the multicolored shirt looks chi as fuck. SemST
AGAINST	Insurgent. What will happen if Hillary becomes dictator in chief. SemST
AGAINST	How can we expect u to make good financial decisions for the US if u can't manage ur own multimillion $ salary so ur not broke SemST
AGAINST	liars_never_win HillaryClinton shhh, go get me an iced tea..... SemST
AGAINST	FoxNews GovChristie HillaryClinton Actually she should be disqualified from running!How many scams and ethics problems now? SemST
AGAINST	Christie2016 you can't claim Bridgegate wasn't your fault when you were the man behind the wheel. GOP  TeaParty TCOT DEM SemST
AGAINST	Debber66 andersonDrLJA She will be a  CenterHitler. SemST
AGAINST	HillaryforNV MissLynnetteH 2 hours left, let's chip in $5, Nevada! raisethenewPOTUS SemST
AGAINST	How anyone can believe a single word that comes out of that woman's mouth is beyond me... SemST
AGAINST	RT Waitingforahero: 2nd tweet-POTUS2016 candidates guncontrol Read article-esp JebBush (make GunViolence worse) & GunSen... SemST
AGAINST	HillaryIn2016 hey I just checked your blog. Kudos! Keep it up! SemST
AGAINST	The owner of Univisin, donated as much as $25 million to the Clinton Foundation, his wife sits on its board Univision Trump SemST
AGAINST	Hillary had just enough time to doctor her email inbox to her advantage before releasing them.... hahaha justkidding SemST
AGAINST	.davelevinthal Operating a shredder, now hillaryclinton is WAY more adept at using THAT! WakeUpAmerica TCOT OhHillNO! SemST
AGAINST	theblaze gee,  what a busy schedule she had. SemST
AGAINST	So you're used to the AP calling for your approval before running a story davidaxelrod?   LikeHillary HillaryEmails SemST
AGAINST	White, middle-aged men did a pretty good job leading this Country for 230 yrs. Racist? Sexist? No, I'm a realist. SemST
AGAINST	It's more than mistakes...with HillaryClinton lying and cover-ups are a way of life. NormanSie n2toom  tcot uniteblue SemST
AGAINST	Hillary can't use a fucking fax machine but you idiots are going to vote for her to be President?  SemST
AGAINST	gerfingerpoken2 hillary is most likely a felon many times over but has been protected by the political class. SemST
AGAINST	HillaryClinton you have my support. (Now lets see how many people unfollow me.) 2016election SemST
AGAINST	Hillary's still very weak among grassroots - as shown by how strong BernieSanders got how fast on how little. AaronBlakeWP SemST
AGAINST	Now that Hillary is raising money like an incumbent president, can we stop pretending that she won't be the nominee? SemST
AGAINST	All Americans have value to our society, it's called a vote. LiberalLogic    InternationalJokeDay SemST
AGAINST	Free market capitalism is America's best friend because of constant pressure to innovate & use resources efficiently. SemST
AGAINST	Thank you for your kind RTs and FAVs pamnsc !!! WakeUpAmerica todosmarchamos Cuba SemST
AGAINST	Hillary's campaign raised $45 million  91% of all donations were $100 or less  This is a record. Beating Obama's record in '11 SemST
AGAINST	Win with the Blacks. Put some of your focus on the racial tension between Blacks and Whites. SemST
AGAINST	.NewtGingrich on HillaryClinton: "She's very formidable... she's a very competent person. SemST
AGAINST	WashTimes BretBaier Why is there no outrage about all the smoke & mirrors w/ this candidate? Are you hiding Hill! SpillHill SemST
AGAINST	I'm really excited for 2016 after finding out the amount HillaryClinton raised. We got this. SemST
AGAINST	docdebags awelab1956 BuzzFeedAndrew BuzzFeedNews  It will. Otherwise we're guaranteed GOP in control of all 3 branches. SemST
AGAINST	.DavidLimbaugh - agree put it back.. But I have a feeling it won't go away.. It will keep coming back! SemST
AGAINST	of lear jets and fax machines...LOL HillaryClinton "woman of the people" HA! BestTheyveGot SlushFund UraniumDeal SniperFire SemST
AGAINST	.FoxNews brithume ok.. So where are these emails coming from? Didnt HillaryClinton already say the server was erased? LIES SemST
AGAINST	I dreamt about Hilary Clinton last night. Does this mean her plans to control us and take over the world are coming true? SemST
AGAINST	CoachDLG515 Retired36 I'm glad that you will now slice all round.  SemST
AGAINST	Obama administration lies again.. Knew of HillaryEmails being private.. transparency???? SemST
AGAINST	Dude, why can't Hillary run a fax machine?   SemST
AGAINST	jimlibertarian peddoc63 Callisto1947 MaydnUSA c5hardtop1999 surfermom77 SMolloyDVM That's right! SemST
AGAINST	If a man demanded staff to get him an ice tea he'd be called a sexists elitist pig.. Oink oink Hillary SemST
AGAINST	HillaryClinton will be the nominee for the Democratic Party. Period. And she's gonna win the Presidency too. SorryBernie SemST
AGAINST	RNRNewYork in her Emails HillaryClinton said there were "a couple of Facebooks" on her :) TotalIncompetence RedNationRising SemST
AGAINST	DrMartyFox BossHoggUSMC JohnFromCranber seanhannity SheriffClarke Fine, they can leave USA & never come back. OiP Cruz2016 SemST
AGAINST	My birthday is on July 24th, if anyone needs a gift idea ChillaryClinton SemST
AGAINST	LOOKING FORWARD TO CUBA EXPANDING MAJOR EXPORTS OF PICK UP TRUCKS CONVERTED INTO RAFTS!! SO EXCITING! tcot SemST
AGAINST	POTUS I want you to President for a 3rd term!!! Please make it happen LOL! I'm fine with SemST
AGAINST	AskPOTUS Would you fire the GOP congress for not doing their job if you could? GOPFail SemST
AGAINST	jhewitt1280 SpeakerBoehner HouseBenghazi TGowdySC What her emails? They released the rest all very boring. SemST
AGAINST	hey "transparent" HillaryClinton so...who is "Santa"? LibHack Pay2Play Corruptocrat tcot Benghazi VinceFoster Monica SemST
AGAINST	Take it easy Ed, BernieSanders is a side show. Democrats are having some fun before getting back to reality in Nov 2016.  SemST
AGAINST	The Kool-Aid drinking leftanistas continue to close ranks with support for Madame Secretary. WTF? Hillary is a fraud full of lies. SemST
AGAINST	Trump's inauguration speech (God Forbid)!!.....Me-me-me-me-China-me-me,"did i mention me yet!?..where's my hairspray China SemST
AGAINST	KCA VoteJKT48ID RfWheels3015: davidjones720 rratkinson Right I mean what the heck is an ArabDonorGroup ?? HillaryEmails D... SemST
AGAINST	HillaryClinton is opening 10 more offices in Iowa this week.  She's not playing around! iacaucus SemST
AGAINST	Obama give Americans OVERTIME Pay! Republicans give Americans Welfare Checks! tcot UniteBlue SemST
AGAINST	Make sure to make it to the Brew House in Pella, IA tomorrow  3 to meet with HillaryClinton supporters! SemST
AGAINST	Univision ignores Latino candidate Marco Rubio because he doesn't fit their narrative.They're invested with Hillary rubio2016 SemST
AGAINST	Overheard at the Davenport open house: "Oh, I know you from Facebook!" DigitalOrganizing SemST
AGAINST	TODAYshow ChrisChristie is not qualified b/c he eats $82,000 in snacks & b/c of D corruption of Bridgegate  A BIG FAT BULLY! SemST
AGAINST	AutumnNAlston JonathanDKF _sarah_babb_ McCollumMike HillaryClinton HillaryforSC Inaugural tweet from our new account! Go SemST
AGAINST	hughhewitt like I tweeted you way back when, ACA software can be fixed , but GOP strategic mistake of 'repeal' can't be fixed SemST
AGAINST	msnbc Lawrence JoeBiden SenSanders  we love Joe and Bernie--but they ARE too OLD--they would end up a OneTerm President SemST
AGAINST	HER NAME IS RIO AND SHE DANCES IN THE SANAAAAAND!!! WHOOOO!! tcOT SemST
AGAINST	RobBently JonahNRO BernieSanders Hillary campaign  will shortly announce that Sanders was born in Canada. Yeah that's it. SemST
AGAINST	Bill Clinton Decided against taking out Bin Laden.   And we Got September 11, 2001.  SemST
AGAINST	politico   YAWNzzzzzzzzzzzzzz could keep the z's going for the full amt of Tweet characters but you get the point. SemST
AGAINST	The Democrats are not creating Al QAEDA, they are creating A NUCLEAR ISIS.  THINK ABOUT THAT.  SemST
AGAINST	Kind of scares me that there are still thousands of emails that have not been released from Hillary's private emails.  SemST
AGAINST	TheDonald can't keep a beauty pageant afloat and wants to be the President?  Aw, hell no. SemST
AGAINST	You know emailgate must be going nowhere when Fox News are hashing out the Bosnia 'sniper fire' story again. SemST
AGAINST	BIG BOOTY BITCHES BIG BIG BOOTY BITCHES SemST
AGAINST	maddow I love Bern, but it's not his time! SemST
AGAINST	It's what's best for business and presidential seat for HillaryClinton  SemST
AGAINST	It's great that JebBush supports GMO crops. It's like the IT scepticism all over again. Science vs belief. JebBush SemST
AGAINST	Folks, this is what happens when Liberals are in control! All hell breaks loose! Had enough yet? SemST
AGAINST	If you need me I'll be screaming like a little baby from now until about ten minutes after HillaryClinton arrives in PTown. SemST
AGAINST	The biggest dumps of bad info is b4 a holiday weekend. What comes out of WH and state dept today? HillaryEmails  LiarLiar SemST
AGAINST	Leader of free world. Global navigating. Interacting with the international community. Beyond big crowds. Learned lesson. SemST
