SUHILTZAILEEN	N;GEN;PL;DEF	↓0;d¦--+
proba	N	↓0;d¦+
bat	NUM	↓0;d¦+
izan	V.PTCP;V;PFV	↓0;d¦+
zen	ARGAB3S;V;IND	↓0;d+i¦-+a→+
,	_	↓0;d¦+
eta	CONJ	↓0;d¦+
,	_	↓0;d¦+
hortaz	CONJ	↓0;d¦+
,	_	↓0;d¦+
pistaren	INAN;SG;N;GEN;DEF	↓0;d¦---+
miaketa	N;SG;ABS;DEF	↓0;d¦+
atzeratu	V.PTCP;V;PFV	↓0;d¦+
egin	V.PTCP;V;PFV	↓0;d¦+
zen	ARGAB3S;V;IND	↓0;d+i¦-+a→+
"	_	↓0;d¦+
.	_	↓0;d¦+

Azken	NUM	↓0;d¦+
egunetan	INAN;IN+ESS;N;PL;DEF	↓0;d¦----+
20.000tik	NUM	↓0;d¦---+
40.000ra	NUM	↓0;d¦--+
errefuxiatuk	N;INDF;ERG	↓0;d¦-+
utzi	V.PTCP;V;PFV	↓0;d¦+
dituzte	ARGAB3P;ARGER3P;V;IND	↓0;d------+*¦+d+u+n+
babeslekuak	INAN;ABS;N;PL;DEF	↓0;d¦--+
,	_	↓0;d¦+
baina	CONJ	↓0;d¦+
ez	NEG;PART	↓0;d¦+
dira	ARGAB3P;V;IND	↓0;d-¦-+z→+n+
beren	DEF;GEN;PL;DET	↓0;d¦--+a+k+
herrira	N;SG;AT+ALL;DEF	↓0;d¦--+
itzuli	V.PTCP;V;PFV	↓0;d¦+
.	_	↓0;d¦+

BBC	PROPN	↑0¦↓-1;d¦+
albiste	N	↓0;d¦+
agentzia	N	↓0;d¦+
britainiarreko	ADJ;SG;DEF;ESS	↓0;d¦----+
berriemailearen	GEN;N	↓0;d¦----+
arabera	SG;DEF;ADP	↓0;d¦+
,	_	↓0;d¦+
Intifada	PROPN	↑0¦↓1;d¦+
garaian	IN+ESS;SG;DEF;INAN;N	↓0;d¦--+
ere	CONJ	↓0;d¦+
80.eko	NUM	↓0;d¦-+++g+a+r+r→--+n+4+
hamarkadako	ESS;DEF;SG;N	↓0;d¦--+
palestinarren	PL;DEF;GEN;ANIM;N	↓0;d¦---+
altxamenduan	IN+ESS;SG;DEF;N	↓0;d¦--+
ez	NEG;PART	↓0;d¦+
zen	ARGAB3S;V;IND	↓0;d+i¦-+a→+
Jerusalemgo	PROPN;DEF;SG;ESS	↑0¦↓1;d¦--+
kaleetan	PL;IN+ESS;DEF;INAN;N	↓0;d¦----+
oraingoan	ADV	↓0;d¦+
adinako	ADV;ESS	↓0;d¦--+
borrokaldi	N	↓0;d¦+
latz	ADJ	↓0;d¦+
eta	CONJ	↓0;d¦+
jendetsurik	ADJ;INDF;PRT	↓0;d¦---+
ikusi	V;PFV;V.PTCP	↓0;d¦+
.	_	↓0;d¦+

-	_	↓0;d¦+
esan	V.PTCP;V;PFV	↓0;d¦+
zuen	ARGAB3S;ARGER3S;V;IND	↓0;d--+*¦+d+u→+
magoak	SG;ANIM;N;DEF;ERG	↓0;d¦--+
-	_	↓0;d¦+
.	_	↓0;d¦+

Italiarrek	ANIM;N;PL;DEF;ERG	↓0;d¦---+
,	_	↓0;d¦+
beraz	CONJ	↓0;d¦+
,	_	↓0;d¦+
urtea	INAN;SG;ABS;N;DEF	↓0;d¦-+
biribiltzeko	ESS;V	↓0;d¦-----+d+u+
aukera	N	↓0;d¦+
paregabea	SG;ABS;ADJ;DEF	↓0;d¦-+
dute	ARGAB3S;ARGER3P;V;PROG;IND	↓0;d-¦--+k+a+n+
Eurokopan	PROPN;SG;IN+ESS;DEF	↑0¦↓1;d¦-+
.	_	↓0;d¦+

Buru-belarri	ADV	↓0;d¦+
lanean	IN+ESS;SG;DEF;INAN;N	↓0;d¦---+
sartuta	V;V.PTCP	↓0;d¦--+
Ezquerro	PROPN;DEF;SG;ABS	↑0¦↓1;d¦+
izan	V;V.PTCP	↓0;d¦+
ezik	CONJ	↓0;d¦+
,	_	↓0;d¦+
jokalari	N	↓0;d¦+
guztiak	DET;DEF;PL;ABS	↓0;d¦--+
entrenatu	V;PFV;V.PTCP	↓0;d¦+
ziren	ARGAB3P;V;IND	↓0;d-¦--+z+a→+
Lezaman	IN+ESS;PROPN;DEF;SG	↑0¦↓1;d¦-+
.	_	↓0;d¦+

Taldea	INAN;SG;ABS;N;DEF	↓0;d¦-+
sakabanatu	V.PTCP;V	↓0;d¦+
egin	V.PTCP;V;PFV	↓0;d¦+
da	ARGAB3S;V;IND	↓0;d-+i+z¦+n+
,	_	↓0;d¦+
gelaz	INAN;SG;N;DEF;INS	↓0;d¦-+
gela	INAN;SG;ABS;N;DEF	↓0;d¦+
bizkor	ADV	↓0;d¦+
begiratzeko	INDF;V;ABS	↓0;d¦----+u+
.	_	↓0;d¦+

Bi	NUM	↓0;d¦+
kuartel	N	↓0;d¦+
militar	INDF;ABS;ADJ	↓0;d¦+
eta	CONJ	↓0;d¦+
hiru	NUM	↓0;d¦+
begiratoki	INAN;N;INDF;ABS	↓0;d¦+
itxiko	V.PTCP;V;PROSP	↓0;d¦--+
ditu	ARGAB3P;ARGER3S;V;IND	↓0;d+*+e¦--→+n+
Erresuma	N	↓0;d¦+
Batuko	ESS;SG;ADJ;DEF	↓0;d¦--+
Gobernuak	N;SG;DEF;ERG	↓0;d¦--+
.	_	↓0;d¦+

Kantxa	N	↓0;d¦+
hauetan	DEF;DET;IN+ESS;PL	↓0;d¦---+k+
jolasten	NFIN;IPFV;V	↓0;d¦--+u+
den	ARGAB3S;IND;V	↓0;d--+i+z+a¦+
modalitate	N	↓0;d¦+
bakarra	ADJ;SG;DEF;ABS	↓0;d¦--+
errebotea	DEF;INAN;N;ABS;SG	↓0;d¦-+
da	ARGAB3S;PROG;IND;V	↓0;d-+i+z¦+n+
.	_	↓0;d¦+

Honen	DEF;SG;GEN;DET	↓0;d¦----+a+u+
lehendabiziko	NUM	↓0;d¦+
xedea	INAN;SG;ABS;N;DEF	↓0;d¦-+
zen	ARGAB3S;V;PROG;IND	↓0;d+i¦-+a→+
genozidio	N	↓0;d¦+
armeniarraren	SG;GEN;ADJ;DEF	↓0;d¦-----+
gogoratzeak	N;ABS;PL;DEF	↓0;d¦--+
urtero	ADV	↓0;d¦+
antolatzea	V;ABS	↓0;d¦---+u+
apirilaren	INAN;SG;N;GEN;DEF	↓0;d¦----+
24ean	NUM	↓0;d¦---+
,	_	↓0;d¦+
1915	NUM	↓0;d¦+
urteko	ESS;INAN;SG;N;DEF	↓0;d¦--+
apirilaren	INAN;SG;N;GEN;DEF	↓0;d¦----+
25a	NUM	↓0;d¦-+
izan	V;V.PTCP;PFV	↓0;d¦+
baitzen	ARGAB3S;V;IND	↓0;d--¦-→-+a→+
honen	DEF;SG;GEN;DET	↓0;d¦----+a+u+
hasiera	INAN;SG;ABS;N;DEF	↓0;d¦+
.	_	↓0;d¦+

Zumaiak	PROPN;SG;DEF;ERG	↑0¦↓1;d¦-+
erlojupekoan	INAN;SG;IN+ESS;N;DEF	↓0;d¦----+
jardun	V.PTCP;V;PFV	↓0;d¦+
zuen	ARGAB3S;ARGER3S;V;IND	↓0;d--+*¦+d+u→+
eta	CONJ	↓0;d¦+
hirugarren	NUM	↓0;d¦+
bukatu	V.PTCP;V;PFV	↓0;d¦+
zuen	ARGAB3S;ARGER3S;V;IND	↓0;d--+*¦+d+u→+
azken	NUM	↓0;d¦+
sailkapenean	INAN;SG;IN+ESS;N;DEF	↓0;d¦---+
.	_	↓0;d¦+

Miarriztarrek	ERG;ADJ;DEF;PL	↓0;d¦---+
defentsan	IN+ESS;SG;DEF;INAN;N	↓0;d¦-+
presio	N	↓0;d¦+
handia	ADJ;SG;DEF;ABS	↓0;d¦-+
egin	V;V.PTCP	↓0;d¦+
beharko	V	↓0;d¦--+_+i+z+a+n+
dute	ARGER3P;ARGAB3S;V;IND	↓0;d+*+e¦--+n+
"	_	↓0;d¦+
.	_	↓0;d¦+

Sendo	INDF;ABS;ADJ	↓0;d¦+
gaudenok	ARGAB1P;V;PL;DEF;PROG;IND;ERG	↓0;d----¦-+g→-+n+
argalen	GEN;PL;ADJ;DEF	↓0;d¦--+
ahuleriak	INAN;ABS;N;PL;DEF	↓0;d¦-+
eraman	V.PTCP;V	↓0;d¦+
behar	N;INDF;ABS	↓0;d¦+
ditugu	ARGAB3P;ARGER1P;V;PROG;IND	↓0;d---¦--+k+a+n+
.	_	↓0;d¦+

Galarretan	PROPN;SG;IN+ESS;DEF	↑0¦↓1;d¦-+
ere	CONJ	↓0;d¦+
estelar	N	↓0;d¦+
polita	SG;ABS;ADJ;DEF	↓0;d¦-+
dute	ARGAB3S;ARGER3P;V;PROG;IND	↓0;d-¦--+k+a+n+
:	_	↓0;d¦+

Baina	CONJ	↓0;d¦+
,	_	↓0;d¦+
independentzia	N;SG;ABS;DEF	↓0;d¦+
eskuratu	V.PTCP;V	↓0;d¦+
nahi	N;INDF;ABS	↓0;d¦+
izatea	V;ABS	↓0;d¦---+n+
arriskutsutzat	INDF;ADJ;FRML	↓0;d¦----+
jo	V.PTCP;V;PFV	↓0;d¦+
zuen	ARGAB3S;ARGER3S;V;IND	↓0;d--+*¦+d+u→+
.	_	↓0;d¦+

Sistema	N	↓0;d¦+
sozialaren	ADJ;SG;DEF;GEN	↓0;d¦----+
erreforma	N	↓0;d¦+
horiek	ERG;DET;DEF;PL	↓0;d¦+
,	_	↓0;d¦+
orokorrean	IN+ESS;ADJ;DEF;SG	↓0;d¦----+
,	_	↓0;d¦+
lehenik	ADV	↓0;d¦+
eta	CONJ	↓0;d¦+
behin	ADV	↓0;d¦+
herritarren	DEF;PL;GEN;N	↓0;d¦---+
errendimendu	N	↓0;d¦+
pertsonala	ADJ;SG;DEF;ABS	↓0;d¦-+
handitu	V;V.PTCP	↓0;d¦+
nahi	INDF;ABS;N	↓0;d¦+
dute	ARGER3P;ARGAB3S;PROG;IND;V	↓0;d-¦--+k+a+n+
,	_	↓0;d¦+
eta	CONJ	↓0;d¦+
,	_	↓0;d¦+
ondorioz	INDF;INS;INAN;N	↓0;d¦-+
,	_	↓0;d¦+
Estatuaren	SG;DEF;GEN;N	↓0;d¦----+
obligazioak	PL;DEF;ABS;INAN;N	↓0;d¦--+
gutxitu	V;V.PTCP	↓0;d¦+
.	_	↓0;d¦+

Ibarretxek	PROPN;SG;DEF;ERG	↑0¦↓1;d¦-+
ETAri	PROPN;SG;DAT;DEF	↑0¦↓-1;d¦--+
adierazi	CAUS;V	↓0;d¦+
nahi	N;INDF;ABS	↓0;d¦+
dio	ARGAB3S;ARGER3S;ARGDA3S;V;PROG;IND	↓0;aukan
indarkeriaren	N;GEN	↓0;d¦---+
aurka	INAN;SG;ABS;DEF;ADP	↓0;d¦+
"	_	↓0;d¦+
elkartuta	V.PTCP;V	↓0;d¦--+
"	_	↓0;d¦+
daudela	ARGAB3P;V;PROG;IND	↓0;d----¦--+g+o+n+
.	_	↓0;d¦+

ALBERTO	PROPN	↑0¦↓1;d¦+
IÑURRATEGI	PROPN;SG;ABS;DEF	↑0¦↓1;d¦+
lagun	N	↓0;d¦+
eta	CONJ	↓0;d¦+
senidez	N;INDF;INS	↓0;d¦-+
inguratuta	V.PTCP;V	↓0;d¦--+
dago	ARGAB3S;V;PROG;IND	↓0;d--+e¦+n+
,	_	↓0;d¦+
azkenean	ADV	↓0;d¦+
.	_	↓0;d¦+

FIJI	PROPN;SG;ABS;DEF	↑0¦↓1;d¦+
Kolpistek	N;DEF;PL;ERG	↓0;d¦--+a+
atzera	ADV	↓0;d¦+
egitera	V;AT+ALL	↓0;d¦----+n+
behartu	V.PTCP;V;PFV	↓0;d¦+
dute	ARGAB3S;ARGER3P;V;IND	↓0;d+*+e¦--+n+
Gobernu	N	↓0;d¦+
mlilitarra	SG;ABS;ADJ;DEF	↓0;d→-¦--+
.	_	↓0;d¦+

Bestela	CONJ	↓0;d¦+
,	_	↓0;d¦+
horrek	ERG;DEF;SG;DET	↓0;d¦---+i+
ETAri	PROPN;SG;DAT;DEF	↑0¦↓-1;d¦--+
emango	V.PTCP;V;PROSP	↓0;d¦--+
lioke	ARGAB3S;ARGER3S;ARGDA3S;COND;V	↓0;d----+*¦+d+u+n+
lema	N	↓0;d¦+
politikoa	SG;ABS;ADJ;DEF	↓0;d¦-+
"	_	↓0;d¦+
.	_	↓0;d¦+

Bestalde	CONJ	↓0;d¦+
,	_	↓0;d¦+
goiko	ADJ	↓0;d¦+
esperientziaren	N;GEN	↓0;d¦---+
bidez	INAN;SG;DEF;ADP;INS	↓0;d¦-+
gogoratu	V.PTCP;V	↓0;d¦+
ahal	N	↓0;d¦+
izango	V.PTCP;V;PROSP	↓0;d¦--+
zenuen	ARGAB3S;ARGER2S;V;PROG;IND	↓0;d---¦-+k+a→+
ura	INAN;SG;ABS;N;DEF	↓0;d¦-+
hiru	NUM	↓0;d¦+
egoeratan	INAN;N;INDF;IN+ESS	↓0;d¦---+
ager	NFIN;V	↓0;d¦+t+u+
daitekeela	ARGAB3S;V;POT	↓0;d----+*¦-----+d+i+n+
naturan	INAN;SG;IN+ESS;N;DEF	↓0;d¦-+
:	_	↓0;d¦+

Sydneykoak	PROPN;DEF;PL;ABS	↑0¦↓1;d¦----+
amaituta	V;V.PTCP	↓0;d¦--+
lau	NUM	↓0;d¦+
urte	N	↓0;d¦+
barru	ABS;INAN;ADP	↓0;d¦+
jokatuko	V;PROSP;V.PTCP	↓0;d¦--+
dira	ARGAB3P;V;IND	↓0;d-¦-+z→+n+
Atenasen	IN+ESS;PROPN;DEF;SG	↑0¦↓1;d¦--+
26.	NUM	↓0;d¦+
Olinpiar	N	↓0;d¦+
Jokoak	PL;DEF;ABS;INAN;N	↓0;d¦--+
.	_	↓0;d¦+

"	_	↓0;d¦+
EEBBetako	ESS;PROPN;PL;DEF	↑0¦↓-1;d¦-----+
legeetan	N;IN+ESS;PL;DEF	↓0;d¦----+
sinesten	NFIN;V;IPFV	↓0;d¦-→--+s+i+
dugu	ARGAB3S;ARGER1P;V;IND	↓0;d+*+e¦--+n+
.	_	↓0;d¦+

EAJk	DEF;SG;ERG;PROPN;INAN	↑0¦↓-1;d¦-+
bere	DET;SG;GEN	↓0;d¦-+a+
proiektua	DEF;SG;ABS;INAN;N	↓0;d¦-+
erabakiak	DEF;ABS;PL;N	↓0;d¦--+
hartzen	V;NFIN;IPFV	↓0;d¦---+u+
diren	ARGAB3P;V;IND	↓0;d-¦--+z+a→+
toki	N	↓0;d¦+
guztietara	DET;DEF;PL;AT+ALL	↓0;d¦-----+
eraman	V;V.PTCP	↓0;d¦+
nahi	INDF;ABS;N	↓0;d¦+
duela	V	↓0;d-¦--+k→+n+
azaldu	V;PFV;V.PTCP	↓0;d¦+
zuen	ARGER3S;ARGAB3S;V;IND	↓0;d--+*¦+d+u→+
.	_	↓0;d¦+

Sentsazio	N	↓0;d¦+
"	_	↓0;d¦+
arraroak	ADJ;DEF;PL;ABS	↓0;d¦--+
"	_	↓0;d¦+
dituela	ARGAB3P;ARGER3S;PROG;IND;V	↓0;d---¦--+k→+n+
zioen	ARGER3S;ARGAB3S;PROG;IND;V	↓0;d---¦+s+a→+
atzo	ADV	↓0;d¦+
Unanuek	ERG;PROPN;DEF;SG	↑0¦↓1;d¦-+
.	_	↓0;d¦+

-	_	↓0;d¦+
Portuko	ESS;DEF;INAN;N;SG	↓0;d¦--+
kostazainei	N;DAT;DEF;PL	↓0;d¦--+
,	_	↓0;d¦+
poliziari	N;DAT;SG;DEF	↓0;d¦--+
,	_	↓0;d¦+
Gurutze	N	↓0;d¦+
Gorrikoei	DAT;ADJ;DEF;PL	↓0;d¦----+
,	_	↓0;d¦+
ez	NEG;PART	↓0;d¦+
dakit	ARGAB3S;ARGER1S;PROG;IND;V	↓0;d-+j¦-+n+
.	_	↓0;d¦+

Guardia	N	↓0;d¦+
Zibilak	DEF;SG;ADJ;ERG	↓0;d¦--+
legez	N;INS	↓0;d¦-+
kanpoko	ADP;INDF;ESS	↓0;d¦--+
75	NUM	↓0;d¦+
etorkin	INAN;N;INDF;ABS	↓0;d¦+
atzeman	V.PTCP;V;PFV	↓0;d¦+
ditu	ARGAB3P;ARGER3S;V;IND	↓0;d+*+e¦--→+n+
Cadizen	PROPN;SG;IN+ESS;DEF	↑0¦↓1;d¦--+
.	_	↓0;d¦+

12	NUM	↓0;d¦+
urteko	INAN;N	↓0;d¦--+
espetxe	N	↓0;d¦+
zigorra	INAN;SG;ABS;N;DEF	↓0;d¦--+
ezarri	V.PTCP;V;PFV	↓0;d¦+
diote	ARGAB3S;ARGER3P;ARGDA3S;V;IND	↓0;d----+*¦+d+u+n+
Pakito	PROPN	↑0¦↓1;d¦+
Mujikari	PROPN;SG;DAT;DEF	↑0¦↓1;d¦--+
.	_	↓0;d¦+

Panathinaikosetik	PROPN;SG;AT+ABL;DEF	↑0¦↓1;d¦----+
eta	CONJ	↓0;d¦+
Bartzelonatik	PROPN;SG;AT+ABL;DEF	↑0¦↓1;d¦---+
pasatu	V.PTCP;V	↓0;d¦+
ondoren	ADV	↓0;d¦+
,	_	↓0;d¦+
Bennetonen	PROPN;SG;IN+ESS;DEF	↑0¦↓1;d¦--+
ari	V	↓0;d¦+
da	ARGAB3S;V;PROG;IND	↓0;d-+i+z¦+n+
;	_	↓0;d¦+
Kopa	INAN;SG;ABS;N;DEF	↓0;d¦+
irabazi	V.PTCP;V;PFV	↓0;d¦+
du	ARGAB3S;ARGER3S;V;IND	↓0;d+*+e¦+n+
aurten	ADV	↓0;d¦+
.	_	↓0;d¦+

GEORGIAN	PROPN;DEF;SG;IN+ESS	↑0¦↓1;d¦-+
dituen	ARGAB3P;ARGER3S;IND;V	↓0;d----+*¦+d+u→+
lau	NUM	↓0;d¦+
baseetatik	DEF;INAN;PL;N;AT+ABL	↓0;d¦------+
bi	NUM	↓0;d¦+
uzten	V;IN+ESS	↓0;d¦-→--+z+i+
hasi	PFV;V;V.PTCP	↓0;d¦+
zen	ARGAB3S;IND;V	↓0;d+i¦-+a→+
atzo	ADV	↓0;d¦+
Errusiako	PROPN;ESS;SG;DEF	↑0¦↓1;d¦--+
Armada	N;SG;DEF;ABS	↓0;d¦+
.	_	↓0;d¦+

Interesdunak	DEF;SG;ADJ;ERG	↓0;d¦--+
herritartasuna	N;SG;ABS;DEF	↓0;d¦-+
eskuratzeko	INDF;V;ABS	↓0;d¦----+u+
duen	ARGAB3S;ARGER3S;V;PROG;IND	↓0;d-¦-+k+a→+
gaitasunaren	INAN;SG;N;GEN;DEF	↓0;d¦----+
araberakoa	N;SG;ABS;DEF	↓0;d¦---+
izango	V;V.PTCP;PROSP	↓0;d¦--+
da	ARGAB3S;V;IND	↓0;d-+i+z¦+n+
aukerari	INAN;SG;DAT;N;DEF	↓0;d¦--+
eusteko	ESS;V	↓0;d¦-→---+s+i+
modua	INAN;SG;ABS;N;DEF	↓0;d¦-+
:	_	↓0;d¦+

Gaur	ADV	↓0;d¦+
egun	ADV	↓0;d¦+
14.000	NUM	↓0;d¦+
soldadu	N	↓0;d¦+
britainiar	INDF;ABS;ADJ	↓0;d¦+
daude	ARGAB3P;V;PROG;IND	↓0;d----¦+g+o+n+
Ipar	N	↓0;d¦+
Irlandan	PROPN;SG;IN+ESS;DEF	↑0¦↓1;d¦-+
,	_	↓0;d¦+
kopuru	N	↓0;d¦+
txikiena	SG;ABS;RL;DEF;ADJ	↓0;d¦---+
azken	NUM	↓0;d¦+
30	NUM	↓0;d¦+
urteotan	INAN;IN+ESS;N;PL;DEF	↓0;d¦----+
.	_	↓0;d¦+

Irekia	SG;ABS;V.PTCP;V;DEF	↓0;d¦-+
dagoen	ARGAB3S;V;PROG;IND	↓0;d--+e¦-→+
muturraldean	N;SG;IN+ESS;DEF	↓0;d¦--+
makil	N	↓0;d¦+a+
bat	NUM	↓0;d¦+
sarturik	V.PTCP;PRT;V;INDF	↓0;d¦---+
dauka	ARGAB3S;ARGER3S;V;PROG;IND	↓0;d+e→-¦-+i+
alde	N	↓0;d¦+
batetik	NUM	↓0;d¦----+
bestera	DEF;SG;AT+ALL;DET	↓0;d¦--+
.	_	↓0;d¦+

Hori	DET;DEF;SG;ABS	↓0;d¦+
guztia	DET;DEF;SG;ABS	↓0;d¦-+
,	_	↓0;d¦+
baina	CONJ	↓0;d¦+
,	_	↓0;d¦+
hutsaren	SG;DEF;GEN;INAN;N	↓0;d¦----+
hurrena	ADJ;SG;DEF;ABS	↓0;d¦-+
izan	V;NFIN	↓0;d¦+
liteke	ARGAB3S;V;POT	↓0;d---+*¦--+d+i+n+
Vienako	PROPN;DEF;SG;ESS	↑0¦↓1;d¦--+
Gobernuaren	SG;DEF;GEN;N	↓0;d¦----+
boikota	DEF;SG;ABS;ANIM;N	↓0;d¦-+
benetan	ADV	↓0;d¦+
gauzatuz	V;INDF;INS;V.PTCP	↓0;d¦-+
gero	ADV	↓0;d¦+
.	_	↓0;d¦+

Lituaniarrek	N;DEF;PL;ERG	↓0;d¦---+
Euroligan	PROPN;SG;IN+ESS;DEF	↑0¦↓1;d¦-+
dute	ARGAB3S;ARGER3P;V;PROG;IND	↓0;d-¦--+k+a+n+
euren	PRO	↓0;d¦--+a+k+
kalitatea	INAN;SG;ABS;N;DEF	↓0;d¦-+
erakusteko	ESS;V	↓0;d¦-→---+s+i+
aukera	N	↓0;d¦+
bakarra	SG;ABS;ADJ;DEF	↓0;d¦--+
,	_	↓0;d¦+
oraingoz	ADV	↓0;d¦+
ez	NEG;PART	↓0;d¦+
baita	ARGAB3S;V;IND	↓0;d--¦-+z→+n+
argitu	V.PTCP;V;PFV	↓0;d¦+
zein	INDF;ABS;DET	↓0;d¦+
den	ARGAB3S;V;PROG;IND	↓0;d--+i+z+a¦+
haien	DEF;GEN;PL;DET	↓0;d¦-+k+
etorkizuna	INAN;SG;ABS;N;DEF	↓0;d¦-+
ACB	PROPN	↑0¦↓-1;d¦+
ligan	INAN;SG;IN+ESS;N;DEF	↓0;d¦-+
.	_	↓0;d¦+

Harri	N	↓0;d¦+
horri	DEF;SG;DAT;DET	↓0;d¦-→+
aspalditik	ADV;AT+ABL	↓0;d¦---+
ari	V	↓0;d¦+
zarete	ARGAB2P;V;PROG;IND	↓0;d+i¦----+n+
kiloak	INAN;ABS;N;PL;DEF	↓0;d¦--+
eransten	IN+ESS;V	↓0;d¦-→--+s+i+
.	_	↓0;d¦+

Victor	PROPN	↑0¦↓1;d¦+
Alexander-en	PROPN;SG;GEN;DEF	↑0¦↓1;d¦---+
fitxaketa	N;SG;ABS;DEF	↓0;d¦+
ere	CONJ	↓0;d¦+
gertu	ADV	↓0;d¦+
egon	NFIN;V	↓0;d¦+
daiteke	ARGAB3S;V;POT	↓0;d----+*¦--+d+i+n+
;	_	↓0;d¦+
datorren	ARGAB3S;V;PROG;IND	↓0;d--+e¦--+i+
astean	INAN;SG;IN+ESS;N;DEF	↓0;d¦--+
Gasteizen	PROPN;SG;IN+ESS;DEF	↑0¦↓1;d¦--+
izan	NFIN;V	↓0;d¦+
dezake	ARGAB3S;ARGER3S;POT;V	↓0;d-+*¦--+n+
Ivanovicek	PROPN;SG;DEF;ERG	↑0¦↓1;d¦--+
.	_	↓0;d¦+

Halere	CONJ	↓0;d¦+
,	_	↓0;d¦+
saio	N	↓0;d¦+
bat	NUM	↓0;d¦+
gehiago	INDF;ABS;DET	↓0;d¦+
izango	V.PTCP;V;PROSP	↓0;d¦--+
da	ARGAB3S;V;IND	↓0;d-+i+z¦+n+
.	_	↓0;d¦+

1996an	NUM	↓0;d¦--+
Aristidek	ERG;PROPN;DEF;SG	↑0¦↓1;d¦-+
Rene	PROPN	↑0¦↓1;d¦+
Preval	PROPN	↑0¦↓1;d¦+
alderdikideari	SG;DEF;DAT;N	↓0;d¦---+
utzi	V;PFV;V.PTCP	↓0;d¦+
zion	ARGDA3S;ARGER3S;ARGAB3S;V;IND	↓0;d---+*+e+d+u¦+
kargua	DEF;SG;ABS;INAN;N	↓0;d¦-+
,	_	↓0;d¦+
Konstituzioak	ERG;SG;DEF;N	↓0;d¦--+
bigarren	NUM	↓0;d→→++¦+!+
aldiz	INDF;INS;INAN;N	↓0;d¦-+
bozetara	AT+ALL;DEF;PL;N	↓0;d¦-----+
aurkeztea	V;ABS	↓0;d¦--+u+
debekatzen	V;NFIN;IPFV	↓0;d¦---+u+
baitu	ARGER3S;ARGAB3S;V;IND	↓0;d----+*+e+d¦+n+
.	_	↓0;d¦+

Txoferrak	SG;ANIM;N;DEF;ERG	↓0;d¦---+
gelditu	V.PTCP;V	↓0;d¦+
egin	V.PTCP;V;PFV	↓0;d¦+
zuen	ARGAB3S;ARGER3S;V;IND	↓0;d--+*¦+d+u→+
autoa	INAN;SG;ABS;N;DEF	↓0;d¦-+
.	_	↓0;d¦+

Begoña	PROPN	↑0¦↓1;d¦+
Lasagabaster	PROPN	↑0¦↓1;d¦+
EAko	PROPN;ESS;SG;DEF	↑0¦↓-1;d¦--+
ordezkariak	DEF;ANIM;N;SG;ERG	↓0;d¦--+
ere	CONJ	↓0;d¦+
aldaketak	N;PL;DEF;ABS	↓0;d¦-+
eta	CONJ	↓0;d¦+
aldaketak	N;PL;DEF;ABS	↓0;d¦-+
egiteko	ESS;V	↓0;d¦----+n+
modua	DEF;INAN;N;ABS;SG	↓0;d¦-+
salatu	PFV;V;V.PTCP	↓0;d¦+
ditu	ARGAB3P;ARGER3S;IND;V	↓0;d+*+e¦--→+n+
.	_	↓0;d¦+

Foru	N	↓0;d¦+
Aldundiko	ESS;N;SG;DEF	↓0;d¦--+
gobernua	N;SG;ABS;DEF	↓0;d¦-+
gutxiengoan	N;SG;IN+ESS;DEF	↓0;d¦--+
dagoela	ARGAB3S;V;PROG;IND	↓0;d--+e¦---+n+
onartu	V.PTCP;V	↓0;d¦+
eta	CONJ	↓0;d¦+
hari	DEF;SG;DAT;DET	↓0;d¦-+u→-+a+
egonkortasuna	INAN;SG;ABS;N;DEF	↓0;d¦-+
emateko	ESS;V	↓0;d¦----+n+
nahia	INAN;SG;ABS;N;DEF	↓0;d¦-+
ez	NEG;PART	↓0;d¦+
zuen	ARGAB3S;ARGER3S;V;IND	↓0;d--+*¦+d+u→+
ezkutatu	V.PTCP;V;PFV	↓0;d¦+
Sudupek	PROPN;SG;DEF;ERG	↑0¦↓1;d¦-+
.	_	↓0;d¦+

-	_	↓0;d¦+
Bera	DEF;SG;ABS;DET	↓0;d¦+
ere	CONJ	↓0;d¦+
epotxa	N;SG;ABS;DEF	↓0;d-+i¦-+
da	ARGAB3S;V;PROG;IND	↓0;d-+i+z¦+n+
,	_	↓0;d¦+
eta	CONJ	↓0;d¦+
bikote	N	↓0;d¦+
bikaina	SG;ABS;ADJ;DEF	↓0;d¦-+
osatuko	V.PTCP;V;PROSP	↓0;d¦--+
genuke	ARGAB3S;ARGER1P;COND;V	↓0;d-+*¦-+d→--+n+
biok	NUM	↓0;d¦--+
!	_	↓0;d¦+

Oraindik	AT+ABL;ADV	↓0;d¦+
zain	ADP	↓0;d¦+
nago	ARGAB1S;PROG;IND;V	↓0;d--+e¦+n+
,	_	↓0;d¦+
ez	NEG;PART	↓0;d¦+
dut	ARGAB3S;ARGER1S;PROG;IND;V	↓0;d-¦-+k+a+n+
ezer	PRO;INDF;ABS	↓0;d¦+
sinaturik	PRT;V;INDF;V.PTCP	↓0;d¦---+
.	_	↓0;d¦+

Ez	NEG;PART	↓0;d¦+
gaudek	ARGAB1P;PROG;IND;V;INFM;MASC	↓0;d----¦-+g+o+n+
berriketarako	INDF;ABS;INAN;N	↓0;d¦----+
.	_	↓0;d¦+

Beraz	CONJ	↓0;d¦+
,	_	↓0;d¦+
